Crop_Year,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,fertilizer_per_area,pesticide_per_area,production_per_area,Crop_Bajra,Crop_Barley,Crop_Dry chillies,Crop_Garlic,Crop_Gram,Crop_Groundnut,Crop_Horse-gram,Crop_Jowar,Crop_Linseed,Crop_Maize,Crop_Masoor,Crop_Moong(Green Gram),Crop_Moth,Crop_Oilseeds,Crop_Onion,Crop_Other  Rabi pulses,Crop_Other Cereals,Crop_Other Kharif pulses,Crop_Other Summer Pulses,Crop_Peas & beans (Pulses),Crop_Potato,Crop_Ragi,Crop_Rapeseed &Mustard,Crop_Rice,Crop_Sannhamp,Crop_Sesamum,Crop_Small millets,Crop_Soyabean,Crop_Sugarcane,Crop_Sunflower,Crop_Tobacco,Crop_Turmeric,Crop_Urad,Crop_Wheat,Crop_other oilseeds,Season_Rabi,Season_Summer,Season_Whole Year
-1.4645074562136637,-0.3849239024494948,-0.21400264405231623,0.5386628935930188,-0.30184749282571927,-0.3639743047199295,8.16,-0.09084358358836415,-0.08910657984712211,0.36806571701546303,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.4645074562136637,-0.3955215361206327,-0.22807176935928036,0.5386628935930188,-0.30500618142352187,-0.3707363067986575,0.69,-0.09084524930094497,-0.08911075832104626,-0.2948476806685198,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1.4645074562136637,-0.3971428158986799,-0.22794309908273208,0.5386628935930188,-0.30548941363437976,-0.3717707921912987,0.89,-0.09084571189319952,-0.08911191874313554,-0.2768295401951851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.4645074562136637,-0.3095541644749098,-0.22580770127398903,0.5386628935930188,-0.279383088096571,-0.31588334963763226,0.44,-0.0908416655049639,-0.08910176829585892,-0.31679891194921267,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.4645074562136637,-0.4119188698108013,-0.22883145277287364,0.5386628935930188,-0.30989350557236073,-0.3811989070299233,0.4,-0.09117772055979843,-0.0899447692432507,-0.32271762078884303,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1.4645074562136637,0.022043684113169246,-0.1929835612052168,0.5386628935930188,-0.18054835046607362,-0.10430165026628717,1.24,-0.09084113671711326,-0.08910044182076908,-0.24635262344947403,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.4645074562136637,-0.41046894480604357,-0.22867546209514045,0.5386628935930188,-0.3094613466846017,-0.3802737574917889,1.46,-0.09088373471997624,-0.08920729977827893,-0.22705783895992082,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1.4645074562136637,-0.21902611963240365,-0.22209388931936944,0.5386628935930188,-0.25240065863175976,-0.2581203766566568,0.52,-0.09084134092202324,-0.08910095407294352,-0.3096431853200314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1.4645074562136637,-0.4112334507176431,-0.22880853888800887,0.5386628935930188,-0.30968921227996554,-0.3807615636118961,0.48,-0.09092020782951567,-0.08929879331617918,-0.31423041882612096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.4645074562136637,-0.4113388998088982,-0.22882263974023334,0.5386628935930188,-0.30972064201725713,-0.38082884721466953,0.27,-0.09093077245434779,-0.08932529489267442,-0.33233644967992804,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1.4645074562136637,-0.4119715943564288,-0.22883321537940168,0.5386628935930188,-0.30990922044100655,-0.38123254883130997,0.36,-0.09128996969863963,-0.09022634849351266,-0.32641717036233725,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.4645074562136637,-0.3904731608767946,-0.2217078784897246,0.5386628935930188,-0.30350148275068806,-0.36751510431588036,4.93,-0.09084425248512776,-0.08910825778827287,0.08112322915431969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.4645074562136637,-0.40933536707505125,-0.2287547793889031,0.5386628935930188,-0.30912347700871734,-0.37955045876197463,0.44,-0.0908663880426351,-0.089163785284977,-0.3170635921953896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1.4645074562136637,-0.3144311849454583,-0.22707060885134303,0.5386628935930188,-0.280836713446306,-0.3189952162659026,0.27,-0.0908417000670018,-0.0891018549954347,-0.33200742336060163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.4645074562136637,-0.3961278683953495,-0.22761789817830524,0.5386628935930188,-0.3051869024129484,-0.37112318751460466,1.14,-0.09084541132998354,-0.08911116477418855,-0.25486410282885746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1.4645074562136637,-0.26641230501516566,-0.2231893492765579,0.5386628935930188,-0.2665243968271582,-0.2883559456529595,0.58,-0.09084146052081117,-0.08910125408893818,-0.30454716007495647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.4645074562136637,-0.369264712398112,-0.22674805185670832,0.5386628935930188,-0.2971801768379214,-0.35398268970807756,0.73,-0.09084262995713226,-0.08910418764376024,-0.29130557810024443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1.4645074562136637,-0.30981778720304753,-0.09179320173263378,0.5386628935930188,-0.2794616624397999,-0.31605155864456574,20.04,-0.09084166728894146,-0.08910177277100294,1.422755796289882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.4645074562136637,-0.3364700450177749,-0.12156098208175228,0.5386628935930188,-0.28740552854024376,-0.333057489245546,21.21,-0.09084191181203169,-0.08910238616215345,1.5268741220420912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1.4645074562136637,1.3248803877063768,-0.08609822004047628,0.5386628935930188,0.20776998248841186,0.7269956724495821,1.23,-0.09084101402928685,-0.08910013405585848,-0.2468880278569211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.4645074562136637,-0.25664508293766175,-0.2221767318261882,0.5386628935930188,-0.2636132174105267,-0.2821238019460721,0.64,-0.0908414299047757,-0.08910117728798983,-0.2991315809342262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1.4645074562136637,3.2893574143797295,0.27144563287295675,0.5386628935930188,0.7932942020788415,1.9804639607672336,2.02,-0.09084099233000022,-0.08910007962275616,-0.17652924427846872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.4645074562136637,-0.36254233283059917,-0.21838889039739018,0.5386628935930188,-0.295176531085584,-0.34969336003127244,3.15,-0.09084240534919306,-0.08910362421017155,-0.07621669171090303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1.4645074562136637,-0.3814440824380764,-0.2284842192868461,0.5386628935930188,-0.30081031149509757,-0.3617539458284068,0.17,-0.09084328755850866,-0.08910583725020223,-0.340757692420418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.4645074562136637,0.5702207850028235,-0.15485045027393196,0.5386628935930188,-0.01716086115585677,0.24547215875130235,1.13,-0.09084104543866663,-0.08910021284692717,-0.2559969116459593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-1.4645074562136637,-0.4121034057204977,-0.22883585928919378,0.5386628935930188,-0.309948507612621,-0.38131665333477677,1.0,-0.09353495247546366,-0.09585793349875163,-0.3116189720683603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1.4645074562136637,-0.28441773734697456,-0.2233938116338127,0.5386628935930188,-0.2718910244696935,-0.29984462082651986,0.64,-0.09084152923354878,-0.0891014264562395,-0.2994172168644609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-1.4645074562136637,1.151653893047056,5.904109489927676,0.5386628935930188,0.1561387815526884,0.6164655339935572,58.66,-0.09084101855839194,-0.08910014541721083,4.852095309602024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-1.4645074562136637,-0.41149707344578085,-0.22879620064231246,0.5386628935930188,-0.30976778662319443,-0.38092977261882965,0.98,-0.09095322228211603,-0.08938161074272681,-0.2709239267599238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1.4645074562136637,-0.4104557636696367,-0.2280373985319832,0.5386628935930188,-0.30945741796744025,-0.38026534704144216,7.2,-0.09088339801464788,-0.08920645514610717,0.27809505600894013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-1.4645074562136637,-0.4115234357185946,-0.22875125417584696,0.5386628935930188,-0.3097756440575174,-0.380946593519523,2.16,-0.09095810267945695,-0.08939385331882516,-0.16878418853519186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
